CUUNIT,CUDESC,CUTYPE,CUTABL,CUPROM,CUOBSO,CUUNDR,CUMSTI,CUSUBI,CUSYMB,CUSEL1,CUSEL2,CUSEL3,CUSEL4,CUSEL5,CUATR1,CUATR2,CUATR3,CUATR4,CUATR5,CUCOLD,CUHOT,CURMV,CUFERC,CUFEAT,CUKIND,CUADDI,CURNUM,CURDTE,CURDES,CUEFCC,CUEFYY,CUEFMM,CUEFDD,CUCRCC,CUCRYY,CUCRMM,CUCRDD,CUCRTT,CUCRUU,CUCHCC,CUCHYY,CUCHMM,CUCHDD,CUCHTT,CUCHUU
11145S,"BRACKET, 3"" CONDUIT STRAP.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,BRC,,,,,,,,,,,,,364,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113457,DDAWSON
11146S,"BRACKET, 4"" CONDUIT STRAP.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,BRC,,,,,,,,,,,,,364,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113457,DDAWSON
11147S,"BRACKET, 6"" CONDUIT STRAP.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,BRC,,,,,,,,,,,,,364,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113457,DDAWSON
11148S,"BRACKET, BAR (ISSUED BY THE INCH)",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,BRC,,,,,,,,,,,,,364,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113457,DDAWSON
11149S,"BRACKET, CUTOUT MOUNTING.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,BRC,,,,,,,,,,,,,368,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113458,DDAWSON
11150S,"BRACKET, MOUNTING BASE, 138 KV",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,BRC,,,,,,,,,,,,,365,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113457,DDAWSON
11151S,"BRACKET, EXTENSION FOR FLOOD LIGHTS.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,BRC,,,,,,,,,,,,,373,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113440,DDAWSON
11152S,"BRACKET-POTHEAD and ARRESTER,18""",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,BRC,,,,,,,,,,,,,364,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,20,103012,WALTH
11153S,"BRACKET, CUTOUT/ARRESTOR, 36""",N,SITEINV,Stock Number Assm,A,,STOCK,GEN,0,STK,,,,,,,,,,,,,365,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,9,1,28,90739,MNESS
11154S,"BRACKET-CUTOUT and ARRESTOR, 48""",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,BRC,,,,,,,,,,,,,364,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,20,103012,WALTH
11155S,"BRACKET, TRANSFORMER MOUNTING, MOUNTS TWO 3 KVA-100 KVA TRAN.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,BRC,,,,,,,,,,,,,368,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113457,DDAWSON
11156S,"Obsolete Bracket Transformer Mounting, Mounts Twp 3 KVA-50 KVA Trans.",N,SITEINV,Stock Number Assm,O,,STOCK,OHM,0,BRC,,,,,,,,,,,,,364,NONGIS,,,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113440,DDAWSON
11157S,"BRACKET, TRANSFORMER MOUNTING, MOUNTS TWO 3 KVA-100 KVA TRANS",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,BRC,,,,,,,,,,,,,368,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113457,DDAWSON
11158S,"BRACKET, TRANSFORMER MOUNTING, MOUNTS THREE 3 KVA-50 KVA TRAN",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,BRC,,,,,,,,,,,,,368,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113457,DDAWSON
11159S,"BRACKET, TRANSFORMER MOUNTING, MOUNTS THREE 3 KVA-167 KVA.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,BRC,,,,,,,,,,,,,368,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113457,DDAWSON
11160S,"Obsolete Bracket , Single  StandoffF, Fiberglass. 18inch 1 in stock in Aug 2009",N,SITEINV,Stock Number Assm,O,,STOCK,OHM,0,BRC,,,,,,,,,,,,,364,NONGIS,,99,1.1,08/09,OBSOLETE 1 IN STOCK  REEDSPORT,19,95,1,1,0,0,0,0,0,MNess,20,9,8,20,90835,MNESS
11161S,"Obsolete Bracket, Double StandoffF, Fiberglass. 36 inch",N,SITEINV,Stock Number Assm,O,,STOCK,OHM,0,BRC,,,,,,,,,,,,,364,NONGIS,,99,1.1,01/09,OBSOLETE OUT OF STOCK,19,95,1,1,0,0,0,0,0,MNess,20,9,3,4,100320,MNESS
11162S,"RACK, CAPACITOR, 125 KVBIL, THREE UNIT RACK.",N,SITEINV,Stock Number Assm,A,,STOCK,CPR,0,CAR,,,,,,,,,,,,,368,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113440,DDAWSON
11167S,Obsolete Clamp Mid Span,N,SITEINV,Stock Number Assm,O,,STOCK,OHM,0,CLA,,,,,,,,,,,,,365,NONGIS,,,1,06/03,OBSOLETE PER PHIL REED,19,95,1,1,0,0,0,0,0,MNess,20,9,1,28,83213,MNESS
11170S,"Obsolete Clamp, Strain  2/0 S0L-250 KCM",N,SITEINV,Stock Number Assm,O,,STOCK,OHM,0,CLA,,,,,,,,,,,,,365,NONGIS,,,1,06/03,OBSOLETE PER PHIL REED,19,95,1,1,0,0,0,0,0,MNess,20,9,1,28,83215,MNESS
11171S,"Obsolete Clamp , Strain, 500-1000 KCM",N,SITEINV,Stock Number Assm,O,,STOCK,OHM,0,CLA,,,,,,,,,,,,,365,NONGIS,,,1,06/03,OBSOLETE PER PHIL REED,19,95,1,1,0,0,0,0,0,MNess,20,9,1,28,83223,MNESS
11173S,"CLAMP, STRAIN, 350 KCM-1000KCM DEAD END SHOE.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLA,,,,,,,,,,,,,365,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113440,DDAWSON
11174S,"CLAMP, STRAIN, #2-4/0 AL/CU.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLA,,,,,,,,,,,,,365,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113440,DDAWSON
11176S,"Obsolete Clamp, Strain,#2-2/0 STR. AAAC Dead End Shoe-Use CS2/0",N,SITEINV,Stock Number Assm,O,,STOCK,OHM,0,CLA,,,,,,,,,,,,,365,NONGIS,,,1,04/03,OBSOLETE,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113440,DDAWSON
11177S,CLAMP STRAIN DIST. 394.5 KCM AAAC CONDUCTOR.,N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLA,,,,,,,,,,,,,365,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
11178S,"Obsolete Clamp, Strain, Quad, 2J and 1/0F Conductor.(DELETED 1/00)",N,SITEINV,Stock Number Assm,O,,STOCK,OHM,0,CLA,,,,,,,,,,,,,365,NONGIS,,,1,1/00`,NO LONGER USED - USED EXISTING STOCK,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
11179S,"CLAMP, STRAIN, 4/0 STR. AAAC, TRANS QUAD DEAD END.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLA,,,,,,,,,,,,,364,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113457,DDAWSON
11181S,SAME AS STOCK NUMBER 11180,N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLA,,,,,,,,,,,,,365,NONGIS,,99,1,8/99,NEW SPEC,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113455,DDAWSON
11182S,"SUSPENSION CLAMP, 16M, STATIC WIRE.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLA,,,,,,,,,,,,,355,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
11183S,"Obsolete Clamp, Suspension, 2J, 1/0, AND 1/0F Conductor.",N,SITEINV,Stock Number Assm,O,,STOCK,OHM,0,CLA,,,,,,,,,,,,,365,NONGIS,,,1,06/03,OBSOLETE PER PHIL REED,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
11184S,"CLAMP, SUSPENSION, 4/0 ALUM, WITH ARMOR ROD.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLA,,,,,,,,,,,,,365,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
11185S,"CLAMP, SUSPENSION, 394.5- 652 W/ARMOR ROD.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLA,,,,,,,,,,,,,364,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113457,DDAWSON
11186S,"CLAMP, SUSPENSION, 927.2 KCM WITH ARMOR ROD.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLA,,,,,,,,,,,,,356,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
11187S,CLAMP SUSPENSION YOKE PLATE VERTICAL BUNDLING.,N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLA,,,,,,,,,,,,,356,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
11189S,"CLAMP, TOP ASSEMBLY, 1.0626"" TO 1.50"".",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLA,,,,,,,,,,,,,364,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113457,DDAWSON
11190S,"CLAMP, TOP ASSEMBLY, 1.5"" TO 2.0"".",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLA,,,,,,,,,,,,,364,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113457,DDAWSON
11193S,"CLAMP, SUSPENSION, ANGLE, 1.00"" TO 1.18"" DIA.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLA,,,,,,,,,,,,,364,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113457,DDAWSON
11194S,"CLAMP, SUSPENSION, ANGEL, 1.25"" TO 1.47"".",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLA,,,,,,,,,,,,,364,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113457,DDAWSON
11195S,SOCKET EYE.,N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,ESC,,,,,,,,,,,,,364,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113457,DDAWSON
11196S,"Obsolete Clip, Guy Bonding, 3/4"".",N,SITEINV,Stock Number Assm,O,,STOCK,OHM,0,CGM,,,,,,,,,,,,,364,NONGIS,,,1,1/00,NO LONGER USED,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
11197S,"Obsolete Clip, Guy Bonding, 1"".",N,SITEINV,Stock Number Assm,O,,STOCK,OHM,0,CGM,,,,,,,,,,,,,364,NONGIS,,,1,1/00,NO LONGER USED,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
11198S,"CLEVIS, ANCHOR/SHACKLE",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLV,,,,,,,,,,,,,356,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
11199S,"CLEVIS, BALL",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLV,,,,,,,,,,,,,364,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
112.01,Obsolete UG Spec-Fiberglass enclosure for 2-2 bush.Xfmr's >=50KVA 2phase+221.40,S,SITEINV,Obsolete UG Specs,O,UD,UG CONSTRUCTION,UGSUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,366,NONGIS,360,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113217,DDAWSON
11200S,"CLEVIS, WITH OUT SPOOL, NEUTRAL.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLV,,,,,,,,,,,,,365,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
11201S,"CLEVIS, SERVICE, WITH OUT SPOOL.",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLV,,,,,,,,,,,,,365,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
11202S,"CLEVIS, THIMBLEYE, 5/8"".",N,SITEINV,Stock Number Assm,A,,STOCK,OHM,0,CLV,,,,,,,,,,,,,365,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
11204S,"Obsolete Conductor, 1/0 STR. Copper Polyethylene Cover.",N,SITEINV,Stock Number Assm,O,,STOCK,CON,0,CWP,,,,,,,,,,,,,367,NONGIS,,,1,06/03,OBSOLETE PER PHIL REED,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113455,DDAWSON
11205S,"Obsolete Conductor, 250 KCM STR. Copper Polyethylene Cover.",N,SITEINV,Stock Number Assm,O,,STOCK,CON,0,CWP,,,,,,,,,,,,,367,NONGIS,,,1,06/03,OBSOLETE PER PHIL REED,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
11207S,"Obsolete Conductor, 500 KCM STR. Copper Polyethylene Cover.",N,SITEINV,Stock Number Assm,O,,STOCK,CON,0,CWP,,,,,,,,,,,,,367,NONGIS,,,1,06/03,OBSOLETE PER PHIL REED,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
11208S,Obsolete Conductor 1000 KCM Str Copper Polythelene Cover,N,SITEINV,Stock Number Assm,O,,STOCK,CON,0,CWP,,,,,,,,,,,,,367,NONGIS,,,1,06/03,OBSOLETE PER PHIL REED,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113441,DDAWSON
11209S,"CONDUCTOR, #6 COPPER SOLID BARE SOFT DRAWN.",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,CHD,,,,,,,,,,,,,365,NONGIS,,99,1,1/03,NEW STOCK,19,95,1,1,0,0,0,0,0,Somebody,20,5,4,15,113439,DDAWSON
11210S,"CONDUCTOR, #4 COPPER SOLID BARE SOFT DRAWN.",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,CSD,,,,,,,,,,,,,364,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11211S,"CONDUCTOR, 2/0-7 STR. SOFT DRAWN COPPER.",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,CSS,,,,,,,,,,,,,365,NONGIS,,99,1,8/99,NEW SPEC,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113455,DDAWSON
11212S,"CONDUCTOR, 4/0-19 STR. COPPER SOFT DRAWN.",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,CSS,,,,,,,,,,,,,368,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11213S,"CONDUCTOR, #6 COPPER SOLID BARE HARD DRAWN.",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,CHD,,,,,,,,,,,,,365,NONGIS,,99,1,8/99,NEW SPEC,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113455,DDAWSON
11214S,"CONDUCTOR, #4 COPPER SOLID HARD DRAWN.",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,CHD,,,,,,,,,,,,,365,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11215S,"CONDUCTOR, #2 COPPER STR. BARE HARD DRAWN.",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,CHS,,,,,,,,,,,,,365,NONGIS,,99,1,8/99,NEW SPEC,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113454,DDAWSON
11216S,"CONDUCTOR, 1/0 STR. COPPER BARE HARD DRAWN",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,CHS,,,,,,,,,,,,,365,NONGIS,,99,1,2/02,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113455,DDAWSON
11217S,"Obsolete Conductor, 4/0 STR. Copper Bare Hard Drawn.",N,SITEINV,Stock Number Assm,O,,STOCK,CON,0,CHS,,,,,,,,,,,,,365,NONGIS,,,1,6/03,OBSOLETE PER PHIL REED,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113454,DDAWSON
11219S,"Obsolete Openstock Conductor, #6A, Copperweld -  Generic 99059S.",N,SITEINV,Stock Number Assm,O,,STOCK,CON,0,CUW,,,,,,,,,,,,,365,NONGIS,,,1,8/99,NEW SPEC,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113454,DDAWSON
11220S,"Obsolete Openstock Conductor #4A, Copperweld - Generic 99059S.",N,SITEINV,Stock Number Assm,O,,STOCK,CON,0,CUW,,,,,,,,,,,,,365,NONGIS,,,1,8/99,NEW SPEC,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113454,DDAWSON
11221S,Obsolete Openstock Conductor #2A Copperweld - Generic 99059S.,N,SITEINV,Stock Number Assm,O,,STOCK,CON,0,CUW,,,,,,,,,,,,,365,NONGIS,,,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11222S,"Obsolete Openstock Conductor #2J, Copperweld - Generic 99059S.",N,SITEINV,Stock Number Assm,O,,STOCK,CON,0,CUW,,,,,,,,,,,,,365,NONGIS,,,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11223S,"CONDUCTOR, 1/0F, COPPERWELD.  Generic 99059",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,CUW,,,,,,,,,,,,,365,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11224S,"Obsolete Conductor, #6 Solid Soft Drawn ALUM. Tie Wire.",N,SITEINV,Stock Number Assm,O,,STOCK,CON,0,ATW,,,,,,,,,,,,,365,NONGIS,,,1,06/03,OBSOLETE PER PHIL REED,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11225S,"CONDUCTOR, #4 SOLID SOFT DRAWN ALUM. TIE WIRE.",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,ATW,,,,,,,,,,,,,365,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11229S,"CONDUCTOR, TRIPLEX, #4-7 STR. COPPER, 600 V, OVERHEAD.",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,OTC,,,,,,,,,,,,,369,NONGIS,,99,1,8/99,NEW SPEC,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113454,DDAWSON
11233S,"CONDUCTOR, TRIPLEX,#2 STR AAAC 600 V, OVERHEAD.(INSULATED)",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,OTA,,,,,,,,,,,,,369,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11235S,"CONDUCTOR, TRIPLEX,#2 STR AAAC 600 V, OVERHEAD (REEL).",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,OTA,,,,,,,,,,,,,369,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11247S,"Obsolete Conductor, Primary, UG, #2 STRALUM, 15 KV, 175 MIL, XLP.",N,SITEINV,Stock Number Assm,O,,STOCK,CON,0,PUG,,,,,,,,,,,,,367,NONGIS,,,1,6/03,OBSOLETE PER PHIL REED,19,95,1,1,0,0,0,0,0,Somebody,20,5,4,15,113440,DDAWSON
11248S,"Obsolete Conductor, Primary, UG, #2 STR ALUM, 15 KV, 175 MIL, JKT,XLPE",N,SITEINV,Stock Number Assm,O,,STOCK,CON,0,PUG,,,,,,,,,,,,,367,NONGIS,,,1,6/03,OBSOLETE PER PHIL REED,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113454,DDAWSON
11249S,"Obsolete Conductor, Primary, UG, #2 STR ALUM, 15 KV, 220 MIL, JKT,XLPE",N,SITEINV,Stock Number Assm,O,,STOCK,CON,0,PUG,,,,,,,,,,,,,367,NONGIS,,,1,6/03,OBSOLETE PER PHIL REED,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113454,DDAWSON
11250S,"Obsolete Conductor, Primary, UG, 1/0 STR. ALUM, 15 KV, 220 MIL, JKT,XLPE",N,SITEINV,Stock Number Assm,O,,STOCK,CON,0,PUG,,,,,,,,,,,,,367,NONGIS,,,1,6/03,OBSOLETE PER PHIL REED,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113454,DDAWSON
11254S,"Obsolete Conductor, Primary, 500 KCM ALUM, 15 KV, 175 MIL, JKT.",N,SITEINV,Stock Number Assm,O,,STOCK,CON,0,PUG,,,,,,,,,,,,,367,NONGIS,,99,1,08/07,OBSOLETE,19,95,1,1,0,0,0,0,0,MNess,20,7,9,5,130955,MNESS
11255S,"CONDUCTOR, PRIMARY,500 KCM STR ALUM, 69 KV, 650 MIL.",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,PUG,,,,,,,,,,,,,356,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,20,3,12,1,20,3,12,1,0,MNess,20,5,4,15,113458,DDAWSON
11258S,"POWER CABLE, 750 KCM, COPPER, 15 KV, 220 MIL, EPR.",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,PPC,,,,,,,,,,,,,367,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11265S,"CONDUCTOR, STREET LIGHT,COPPER 10-2 UF, WITH OUT GROUND.",N,SITEINV,Stock Number Assm,A,,STOCK,CON,0,SLC,,,,,,,,,,,,,373,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11266S,"Obsolete Conduit 3/4"" PVC, SCH. 40, 10' Length W/One Belled End.",N,SITEINV,Stock Number Assm,O,,STOCK,CFC,0,PVC,,,,,,,,,,,,,366,NONGIS,,,1,06/03,OBSOLETE PER PHIL REED,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11267S,"CONDUIT, 2"" PVC, SCH. 40, 10' LENGTH W/ONE BELLED END.",N,SITEINV,Stock Number Assm,A,,STOCK,CFC,0,PVC,,,,,,,,,,,,,366,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11268S,"CONDUIT, 2"" PVC, SCH. 80, 10' LENGHT W/ONE BELLED END.",N,SITEINV,Stock Number Assm,A,,STOCK,CFC,0,PVC,,,,,,,,,,,,,366,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11269S,"CONDUIT, 3"" PVC, SCH. 40, 10' LENGTH, W/ONE BELLED END.",N,SITEINV,Stock Number Assm,A,,STOCK,CFC,0,PVC,,,,,,,,,,,,,366,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11270S,"CONDUIT, 3"" PVC, SCH. 80, 10' LENGTH W/ONE BELLED END.",N,SITEINV,Stock Number Assm,A,,STOCK,CFC,0,PVC,,,,,,,,,,,,,366,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11272S,"CONDUIT, 4"" PVC, SCH. 80, 10' LENGTH W/ONE BELLED END.",N,SITEINV,Stock Number Assm,A,,STOCK,CFC,0,PVC,,,,,,,,,,,,,366,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
11273S,"CONDUIT, 6"", PVC, SCH. 40, 10' LENGTH  W/ONE BELLED END.",N,SITEINV,Stock Number Assm,A,,STOCK,CFC,0,PVC,,,,,,,,,,,,,366,NONGIS,,99,1,1/99,ADDED STOCK AS ASSMBLIES,19,95,1,1,0,0,0,0,0,MNess,20,5,4,15,113442,DDAWSON
